OBJECTNUMMER;SELECTIE;FILTER;Groen_ID;Stadsdeel;Naam;BBQ;Toelichting_bbq;Stadspark;Oppervlakte_m2;COORDS;CENTERLNG1;CENTERLAT1;CENTERLNG2;CENTERLAT2;
11;"";"";11;"West";"Frederik Hendrikplantsoen";"VERBOD";"In West mag u barbecueën op drie plaatsen: in het Erasmuspark, het Westerpark en in het Jan van Schaffelaarplantsoen.";"N";20578;"MULTIPOLYGON(((4.878325 52.379942,4.878367 52.379932,4.878372 52.3799,4.878199 52.379628,4.877862 52.37914,4.87778 52.379162,4.877742 52.37913,4.877731 52.37904,4.877622 52.378875,4.877568 52.378839,4.877498 52.378821,4.877423 52.378824,4.876628 52.379041,4.876613 52.379082,4.876542 52.37912,4.876496 52.379111,4.876466 52.379121,4.876335 52.3793,4.876321 52.379349,4.87687 52.379582,4.876848 52.379609,4.87713 52.379724,4.877161 52.379697,4.87768 52.379908,4.877664 52.379945,4.877714 52.379962,4.878082 52.379985,4.87823 52.379969,4.878325 52.379942)),((4.875391 52.379257,4.8755 52.379329,4.875647 52.379367,4.87578 52.379375,4.875935 52.379353,4.876114 52.379308,4.876213 52.379255,4.876322 52.379117,4.87633 52.379041,4.875727 52.378921,4.875564 52.378902,4.875405 52.379026,4.875347 52.379095,4.875345 52.379169,4.875391 52.379257)),((4.875765 52.378287,4.875459 52.378361,4.875713 52.378672,4.875811 52.378714,4.876245 52.378811,4.876471 52.378829,4.876608 52.37882,4.877461 52.37859,4.877417 52.378531,4.877458 52.378468,4.877139 52.377957,4.875765 52.378287)))";4.8768585;52.378971;4,8768585;52,378971;
12;"";"";12;"Centrum";"Eerste Marnixplantsoen";"VERBOD";"In stadsdeel Centrum mag u niet barbecueën in een park of op andere plekken in de openbare ruimte.";"N";6177;"POLYGON((4.880593 52.381084,4.880109 52.381196,4.880174 52.381299,4.87978 52.38185,4.880675 52.382104,4.880697 52.382138,4.88118 52.382016,4.880593 52.381084))";4.88048;52.3816105;4,88048;52,3816105;
13;"";"";13;"West";"Stenenhoofd";"VERBOD";"In West mag u barbecueën op drie plaatsen: in het Erasmuspark, het Westerpark en in het Jan van Schaffelaarplantsoen.";"N";7948;"POLYGON((4.892011 52.388755,4.891983 52.38878,4.891994 52.388989,4.89194 52.389115,4.891972 52.389123,4.892163 52.389283,4.892771 52.389927,4.892933 52.389911,4.893068 52.389877,4.893169 52.389833,4.893212 52.389785,4.893321 52.389771,4.893423 52.389716,4.892542 52.388806,4.892402 52.388598,4.892355 52.38849,4.892311 52.388328,4.892313 52.38819,4.892191 52.388168,4.892113 52.388327,4.891886 52.388678,4.892063 52.388708,4.892011 52.388755))";4.8926545;52.3890475;4,8926545;52,3890475;
14;"";"";14;"Centrum";"Wertheimpark";"VERBOD";"In stadsdeel Centrum mag u niet barbecueën in een park of op andere plekken in de openbare ruimte.";"J";7666;"POLYGON((4.908981 52.368405,4.909448 52.36814,4.909422 52.368113,4.909493 52.368071,4.909702 52.367998,4.909432 52.367799,4.909319 52.367653,4.909281 52.367567,4.909101 52.3675,4.908414 52.367498,4.908209 52.367471,4.9077 52.36737,4.907518 52.367388,4.90786 52.367645,4.908981 52.368405))";4.90861;52.3678875;4,90861;52,3678875;
15;"";"";15;"Oost";"Oosterpark";"VRIJ";"U hebt geen toestemming nodig om hier te barbecueën.";"J";213187;"POLYGON((4.925086 52.360085,4.917956 52.358291,4.917627 52.358225,4.917482 52.358263,4.916634 52.359519,4.916447 52.35973,4.916301 52.359935,4.915379 52.361482,4.915993 52.361661,4.916498 52.361762,4.917057 52.361814,4.917789 52.361841,4.918579 52.361979,4.918828 52.362058,4.919138 52.362193,4.920017 52.362755,4.920326 52.362868,4.920707 52.362928,4.921515 52.362989,4.922835 52.363022,4.922974 52.363009,4.923142 52.362965,4.923304 52.362889,4.923392 52.362818,4.923444 52.362746,4.923843 52.361873,4.92402 52.36156,4.925086 52.360085))";4.9202325;52.3606245;4,9202325;52,3606245;
16;"";"";16;"Oost";"Darwinplantsoen";"VRIJ";"U hebt geen toestemming nodig om hier te barbecueën.";"N";45246;"POLYGON((4.929939 52.346343,4.929973 52.346317,4.929925 52.346285,4.929964 52.34626,4.930018 52.346294,4.931194 52.345561,4.931159 52.34554,4.931257 52.345478,4.9313 52.345504,4.933473 52.344152,4.933439 52.34413,4.933556 52.344058,4.933581 52.344072,4.933714 52.343993,4.933716 52.343958,4.933491 52.343828,4.933255 52.343647,4.933183 52.343541,4.933151 52.343363,4.933123 52.34334,4.933013 52.34334,4.932948 52.343367,4.932918 52.343349,4.932647 52.34352,4.931904 52.343916,4.931303 52.344278,4.930817 52.344586,4.929886 52.345222,4.928355 52.346198,4.927817 52.346566,4.928026 52.346701,4.92913 52.347312,4.929138 52.347285,4.929079 52.347151,4.929057 52.347156,4.929033 52.3471,4.929052 52.347096,4.928996 52.346962,4.92901 52.346918,4.929939 52.346343))";4.9307665;52.3453275;4,9307665;52,3453275;
17;"";"";17;"Oost";"Onderlangs";"ONBEKEND";"";"N";52788;"POLYGON((4.951672 52.340471,4.951765 52.340417,4.951158 52.340046,4.950786 52.33985,4.949817 52.339394,4.948992 52.33906,4.948739 52.338973,4.947467 52.338584,4.94606 52.338214,4.945581 52.338096,4.942685 52.337461,4.941068 52.338192,4.940716 52.338368,4.940486 52.338497,4.939539 52.339093,4.939267 52.339292,4.939335 52.339402,4.939345 52.339516,4.940738 52.338648,4.943579 52.338172,4.943903 52.338229,4.949731 52.339905,4.94983 52.339945,4.950829 52.340535,4.950912 52.340621,4.951003 52.340626,4.951646 52.340513,4.951672 52.340471))";4.945516;52.339043;4,945516;52,339043;
18;"";"";18;"Noord";"Noorder-IJplas";"VERGUNNING";"In stadsdeel Noord moet u vooraf toestemming vragen om te mogen barbecueën. Dit doet u bij de afdeling Vergunningen, Openbare Orde. Het stadsdeel bekijkt per situatie (welk park, grootte van de groep, akkoord van de parkbeheerder etc.) of u toestemming k";"N";548731;"POLYGON((4.869118 52.430203,4.86995 52.429486,4.871163 52.428374,4.873078 52.426674,4.87358 52.426205,4.874014 52.425723,4.874448 52.425135,4.874558 52.424905,4.874627 52.424664,4.874661 52.424461,4.874647 52.424238,4.874591 52.424004,4.874501 52.423787,4.874238 52.423401,4.873942 52.423116,4.873628 52.422883,4.873038 52.422545,4.872249 52.422125,4.870713 52.421175,4.869584 52.420281,4.868391 52.419141,4.867906 52.418605,4.867812 52.418466,4.867631 52.418264,4.865819 52.416366,4.865504 52.416483,4.865325 52.416397,4.865048 52.416494,4.864267 52.415842,4.864194 52.415762,4.864091 52.415696,4.862935 52.416079,4.862837 52.416071,4.86246 52.415994,4.862442 52.41603,4.862377 52.416019,4.862394 52.415979,4.862221 52.415948,4.862056 52.415954,4.861001 52.416238,4.859654 52.416626,4.858007 52.41703,4.857808 52.417135,4.857697 52.417275,4.857667 52.417469,4.857759 52.417641,4.859857 52.419599,4.86011 52.419908,4.860221 52.420097,4.86031 52.420327,4.860285 52.42034,4.860313 52.420444,4.860248 52.420447,4.860222 52.420767,4.860177 52.420996,4.860215 52.421003,4.860102 52.421361,4.860063 52.421427,4.858268 52.423607,4.858216 52.4237,4.858127 52.423884,4.858213 52.424658,4.861638 52.427678,4.861677 52.427662,4.861825 52.42779,4.861785 52.427808,4.862933 52.428836,4.862881 52.428884,4.862942 52.429085,4.862797 52.429569,4.862756 52.429607,4.863314 52.429685,4.863931 52.429861,4.86608 52.430279,4.86614 52.430315,4.866146 52.430387,4.866982 52.430526,4.867238 52.430528,4.867885 52.430478,4.868413 52.430421,4.869118 52.430203),(4.863665 52.419032,4.86343 52.419118,4.863182 52.41917,4.862977 52.41925,4.862897 52.419361,4.862774 52.419405,4.862675 52.419426,4.862341 52.419456,4.862242 52.419509,4.862099 52.419636,4.861834 52.419736,4.861788 52.419734,4.861524 52.419789,4.861393 52.419856,4.861272 52.41985,4.86114 52.41988,4.861049 52.419857,4.860933 52.419928,4.860706 52.419983,4.860479 52.419801,4.860279 52.41958,4.860018 52.419359,4.859929 52.419239,4.859774 52.419098,4.859645 52.419069,4.859449 52.418945,4.859066 52.418626,4.859004 52.41851,4.858925 52.418459,4.858882 52.418379,4.858899 52.418337,4.859123 52.418241,4.85913 52.418202,4.8591 52.418185,4.859057 52.418207,4.858997 52.418205,4.858919 52.418255,4.858792 52.41826,4.858591 52.418137,4.85861 52.418012,4.858879 52.417612,4.858936 52.417556,4.859087 52.417463,4.859252 52.417408,4.86042 52.417101,4.861829 52.416697,4.861912 52.416686,4.862081 52.416694,4.862188 52.416734,4.862252 52.416795,4.863933 52.419006,4.86379 52.419007,4.863665 52.419032),(4.860953 52.42066,4.861019 52.420616,4.860993 52.420486,4.860853 52.420494,4.860847 52.420466,4.860965 52.420437,4.860955 52.420343,4.861008 52.420299,4.861018 52.420259,4.860928 52.420106,4.860942 52.420064,4.86126 52.419995,4.862327 52.419704,4.86361 52.419309,4.863884 52.419258,4.864044 52.419194,4.86406 52.419173,4.866657 52.422609,4.866927 52.422884,4.867163 52.423081,4.867495 52.423313,4.867853 52.423525,4.868344 52.423773,4.868634 52.423902,4.870174 52.424471,4.870321 52.424546,4.870569 52.424722,4.87074 52.424923,4.87079 52.425023,4.87083 52.42519,4.870814 52.425361,4.870721 52.425584,4.869073 52.427785,4.869042 52.427816,4.86893 52.427839,4.868861 52.427756,4.868846 52.427768,4.868543 52.428155,4.868426 52.428343,4.868102 52.428724,4.867945 52.428847,4.867807 52.428921,4.867755 52.428894,4.867709 52.42892,4.867694 52.428978,4.86758 52.428993,4.867583 52.429026,4.867564 52.429036,4.867038 52.429198,4.865667 52.429557,4.86535 52.429685,4.865311 52.42967,4.865184 52.42967,4.864179 52.429493,4.863797 52.429405,4.863588 52.429291,4.863548 52.429257,4.863462 52.429102,4.863454 52.42893,4.863381 52.428741,4.86309 52.428465,4.863035 52.428304,4.862988 52.428287,4.862934 52.428293,4.862871 52.42826,4.862661 52.428089,4.863214 52.428034,4.864232 52.427858,4.864396 52.42786,4.864522 52.427898,4.864632 52.427988,4.86465 52.428118,4.864507 52.428477,4.864503 52.428732,4.864553 52.428829,4.864729 52.428999,4.864956 52.429102,4.865152 52.429142,4.865612 52.429107,4.865846 52.429065,4.867048 52.428743,4.867263 52.428706,4.867498 52.428453,4.867448 52.428361,4.867397 52.428313,4.867196 52.428279,4.867028 52.428299,4.866911 52.428418,4.866613 52.428635,4.866233 52.428798,4.86582 52.428868,4.865482 52.428962,4.865272 52.428972,4.865047 52.42894,4.864964 52.428909,4.864898 52.428865,4.864793 52.42871,4.864775 52.42859,4.864958 52.428025,4.864942 52.427924,4.86488 52.427825,4.864722 52.427734,4.864561 52.427694,4.864346 52.427687,4.862453 52.427887,4.862397 52.427888,4.86227 52.427852,4.861324 52.427039,4.860797 52.426558,4.860401 52.426242,4.859823 52.425739,4.859669 52.425584,4.85946 52.425432,4.859154 52.425172,4.858753 52.424793,4.858617 52.424604,4.858548 52.424466,4.858488 52.424194,4.858492 52.424054,4.858565 52.423774,4.859388 52.422697,4.860256 52.421619,4.860414 52.421349,4.860524 52.421109,4.860573 52.420955,4.860606 52.420714,4.860618 52.420694,4.860673 52.420682,4.860841 52.42068,4.860953 52.42066))";4.866164;52.423111;4,866164;52,423111;
19;"";"";19;"Noord";"Wilmkebreekpolder";"VERGUNNING";"In stadsdeel Noord moet u vooraf toestemming vragen om te mogen barbecueën. Dit doet u bij de afdeling Vergunningen, Openbare Orde. Het stadsdeel bekijkt per situatie (welk park, grootte van de groep, akkoord van de parkbeheerder etc.) of u toestemming k";"N";204356;"POLYGON((4.899949 52.415559,4.9003 52.415711,4.90018 52.415831,4.900762 52.416325,4.901707 52.416626,4.901585 52.416746,4.901305 52.416814,4.901446 52.417074,4.90172 52.417012,4.90328 52.417014,4.90338 52.417038,4.903439 52.417131,4.904355 52.416943,4.905612 52.416578,4.905533 52.416461,4.905823 52.415795,4.905727 52.415727,4.905939 52.41554,4.906426 52.41496,4.90661 52.415027,4.906639 52.414995,4.906536 52.414959,4.906501 52.414921,4.907204 52.414256,4.907151 52.414237,4.907169 52.41421,4.907096 52.414183,4.907228 52.414057,4.906979 52.413963,4.907086 52.413857,4.90721 52.413904,4.907329 52.413784,4.907424 52.413822,4.907393 52.413855,4.907499 52.413894,4.907406 52.413368,4.907119 52.413257,4.907152 52.413223,4.907182 52.413235,4.907382 52.413018,4.907346 52.412487,4.907176 52.412204,4.906879 52.412018,4.906885 52.411953,4.906979 52.41189,4.905846 52.411537,4.904273 52.411635,4.904239 52.411647,4.903976 52.411925,4.903622 52.412172,4.903629 52.4122,4.903083 52.412443,4.902604 52.412931,4.901439 52.413684,4.901159 52.413954,4.900914 52.414154,4.900653 52.414496,4.900242 52.415108,4.900041 52.415485,4.899949 52.415559))";4.903724;52.4143335;4,903724;52,4143335;
20;"";"";20;"Noord";"Tolhuisweg";"VERGUNNING";"In stadsdeel Noord moet u vooraf toestemming vragen om te mogen barbecueën. Dit doet u bij de afdeling Vergunningen, Openbare Orde. Het stadsdeel bekijkt per situatie (welk park, grootte van de groep, akkoord van de parkbeheerder etc.) of u toestemming k";"N";15108;"POLYGON((4.903563 52.383531,4.905185 52.384263,4.905529 52.383966,4.905608 52.383857,4.906011 52.38352,4.905291 52.383207,4.905261 52.383234,4.904058 52.382675,4.903906 52.382649,4.903788 52.382664,4.903595 52.382719,4.903303 52.382834,4.903904 52.383109,4.90402 52.383179,4.90404 52.383313,4.9039 52.383428,4.903731 52.38335,4.903668 52.383402,4.903705 52.383419,4.903563 52.383531))";4.904657;52.383455;4,904657;52,383455;
21;"";"";21;"Noord";"Rietland";"VERGUNNING";"In stadsdeel Noord moet u vooraf toestemming vragen om te mogen barbecueën. Dit doet u bij de afdeling Vergunningen, Openbare Orde. Het stadsdeel bekijkt per situatie (welk park, grootte van de groep, akkoord van de parkbeheerder etc.) of u toestemming k";"N";160746;"POLYGON((4.939134 52.387599,4.939215 52.387585,4.939256 52.387679,4.939324 52.387669,4.939659 52.388366,4.93979 52.388498,4.940172 52.388648,4.940213 52.388617,4.940421 52.388713,4.940386 52.388797,4.940505 52.388854,4.942633 52.389595,4.942892 52.389691,4.943092 52.389806,4.94318 52.389832,4.943228 52.389822,4.943185 52.389778,4.943594 52.389583,4.944005 52.389316,4.944049 52.389337,4.944137 52.389269,4.944089 52.389247,4.944193 52.389159,4.944238 52.389179,4.944495 52.388979,4.944439 52.388951,4.944599 52.388808,4.944668 52.388842,4.94475 52.388751,4.944772 52.388762,4.944802 52.38874,4.944778 52.388727,4.944972 52.388584,4.944991 52.388594,4.945026 52.38857,4.945004 52.388559,4.945072 52.388508,4.945098 52.38852,4.945203 52.388447,4.945129 52.388409,4.945267 52.388311,4.945328 52.388336,4.945455 52.388244,4.945414 52.388215,4.945513 52.388151,4.94557 52.388182,4.945804 52.388024,4.945747 52.38799,4.945849 52.387921,4.945911 52.387948,4.94608 52.387832,4.946025 52.387805,4.946107 52.387746,4.946159 52.387766,4.946279 52.387681,4.946229 52.387657,4.946358 52.387564,4.946414 52.387587,4.946705 52.387383,4.946651 52.387352,4.946777 52.387266,4.946828 52.387297,4.946894 52.387249,4.946846 52.387219,4.947033 52.387093,4.947088 52.387119,4.947142 52.38708,4.947093 52.387051,4.94718 52.386992,4.947229 52.387017,4.947459 52.386866,4.947408 52.386842,4.94746 52.386803,4.947535 52.386835,4.947677 52.38673,4.947745 52.386677,4.947749 52.386649,4.947701 52.386615,4.947708 52.38655,4.947668 52.386449,4.947689 52.386399,4.947742 52.386354,4.947807 52.386328,4.947892 52.386318,4.949776 52.386388,4.949779 52.386363,4.949889 52.386364,4.949933 52.386341,4.950013 52.385907,4.94978 52.385879,4.948698 52.385895,4.94722 52.385993,4.947048 52.385966,4.946939 52.385892,4.946865 52.385804,4.946775 52.385782,4.945947 52.385903,4.945597 52.385994,4.945238 52.38604,4.945067 52.386095,4.944658 52.386149,4.944631 52.386064,4.944801 52.385949,4.944768 52.385883,4.944723 52.385888,4.944539 52.385957,4.940144 52.38665,4.939839 52.386714,4.93952 52.386844,4.939424 52.386904,4.93924 52.387075,4.939178 52.38716,4.939107 52.387349,4.939105 52.387483,4.939134 52.387599))";4.944559;52.387806;4,944559;52,387806;
22;"";"";22;"Noord";"Schellingwouderbreekpark";"VERGUNNING";"In stadsdeel Noord moet u vooraf toestemming vragen om te mogen barbecueën. Dit doet u bij de afdeling Vergunningen, Openbare Orde. Het stadsdeel bekijkt per situatie (welk park, grootte van de groep, akkoord van de parkbeheerder etc.) of u toestemming k";"N";138900;"POLYGON((4.94954 52.387544,4.950137 52.387669,4.950174 52.387723,4.949996 52.388022,4.950332 52.388094,4.950344 52.388115,4.95032 52.38812,4.949683 52.389243,4.949596 52.389405,4.949604 52.389425,4.951212 52.38976,4.951236 52.389794,4.950853 52.390437,4.952263 52.390739,4.953171 52.390994,4.953429 52.390642,4.953287 52.390589,4.953485 52.390319,4.953929 52.390422,4.953957 52.390383,4.954168 52.390439,4.954222 52.390363,4.954079 52.390278,4.954061 52.390288,4.954017 52.390263,4.954036 52.390251,4.953813 52.390118,4.953965 52.389916,4.953788 52.389868,4.953996 52.389574,4.95424 52.389647,4.954276 52.389601,4.954481 52.389669,4.954499 52.389642,4.954937 52.389767,4.954943 52.389739,4.954591 52.389528,4.954574 52.389539,4.954534 52.389514,4.954552 52.389504,4.954349 52.389382,4.954505 52.389184,4.954325 52.389129,4.954554 52.388831,4.955005 52.388957,4.955047 52.388905,4.955473 52.389028,4.955486 52.389009,4.955136 52.388798,4.955118 52.388809,4.955074 52.388783,4.955092 52.388772,4.954885 52.388647,4.955031 52.388451,4.954871 52.388407,4.95517 52.387989,4.953616 52.387565,4.95375 52.387381,4.953961 52.387438,4.95404 52.387417,4.954087 52.387438,4.954106 52.387501,4.954686 52.387665,4.954811 52.387521,4.95471 52.387329,4.954661 52.387309,4.954594 52.387324,4.954538 52.387217,4.95468 52.387185,4.954623 52.387171,4.954597 52.387134,4.954703 52.386966,4.953645 52.38671,4.951772 52.386142,4.951701 52.38613,4.951692 52.386144,4.951596 52.38612,4.951601 52.386111,4.9508 52.385937,4.950311 52.385905,4.950282 52.385923,4.950188 52.386369,4.950233 52.386413,4.950063 52.386642,4.94954 52.387544))";4.952513;52.3884505;4,952513;52,3884505;
23;"";"";23;"Oost";"Diermerpark";"VERBOD";"In het Diemerpark staat met borden aangegeven dat barbecueën verboden is.";"N";925298;"POLYGON((4.972722 52.356663,4.973029 52.356821,4.973887 52.35678,4.974828 52.356812,4.975222 52.357149,4.975321 52.357133,4.975782 52.357145,4.97588 52.35718,4.976225 52.357247,4.97692 52.357334,4.977321 52.357334,4.979034 52.357484,4.979203 52.357543,4.97963 52.357636,4.979858 52.357658,4.980162 52.357659,4.980589 52.357613,4.980734 52.357625,4.981782 52.357627,4.982149 52.357686,4.982563 52.357777,4.982694 52.357812,4.983138 52.357999,4.983367 52.358058,4.983481 52.35806,4.98375 52.358032,4.984175 52.357969,4.984235 52.357973,4.984243 52.358048,4.984322 52.358087,4.98442 52.358095,4.984803 52.358032,4.985218 52.357881,4.985461 52.35777,4.98569 52.357617,4.985789 52.357518,4.985879 52.357387,4.985963 52.357118,4.985933 52.356879,4.985729 52.356566,4.985586 52.356484,4.98546 52.356445,4.985202 52.356282,4.984963 52.356106,4.984774 52.355916,4.984784 52.355778,4.984812 52.355703,4.984992 52.355483,4.985027 52.355294,4.985192 52.355027,4.985459 52.354885,4.985624 52.354775,4.985709 52.354744,4.98618 52.354606,4.986627 52.354534,4.986837 52.354519,4.987065 52.354426,4.987211 52.354328,4.987365 52.354165,4.987415 52.354065,4.987399 52.354002,4.987529 52.353912,4.987964 52.353823,4.988109 52.353845,4.988275 52.353824,4.988648 52.353713,4.988841 52.353616,4.98898 52.353456,4.989778 52.352871,4.990727 52.352635,4.990929 52.35257,4.991075 52.352497,4.991192 52.352525,4.991302 52.352529,4.991526 52.352356,4.991549 52.352307,4.992618 52.351253,4.99291 52.351126,4.993091 52.350915,4.994243 52.350059,4.994527 52.349935,4.994786 52.349913,4.995351 52.349902,4.995592 52.349865,4.995853 52.349736,4.996037 52.34962,4.997 52.348774,4.997009 52.348477,4.997127 52.348162,4.99797 52.347258,4.998026 52.347118,4.997997 52.347113,4.998153 52.346641,4.998289 52.346382,4.998681 52.34607,4.999531 52.345502,4.99955 52.345473,4.999851 52.345293,5.00004 52.345207,5.000675 52.344775,5.001187 52.344542,5.001398 52.344463,5.002081 52.344239,5.002424 52.344146,5.002647 52.344111,5.00349 52.344068,5.003612 52.344047,5.003621 52.344063,5.004108 52.343957,5.004984 52.343695,5.005223 52.343638,5.005525 52.343591,5.006036 52.343567,5.006848 52.343587,5.007723 52.34363,5.008013 52.343657,5.008534 52.343797,5.009027 52.343963,5.009556 52.344076,5.01026 52.344109,5.011283 52.344091,5.011683 52.344047,5.012297 52.343943,5.012319 52.343926,5.012287 52.343852,5.01231 52.343849,5.012305 52.343836,5.012285 52.343841,5.012221 52.343715,5.012259 52.343708,5.012249 52.343683,5.012 52.343606,5.011942 52.34362,5.011534 52.343635,5.011451 52.343647,5.011376 52.34368,5.011252 52.343637,5.011141 52.343658,5.010827 52.343669,5.010224 52.343676,5.009844 52.343662,5.009965 52.343615,5.009969 52.343494,5.009912 52.343319,5.009818 52.34317,5.009551 52.34291,5.009462 52.342846,5.009221 52.342738,5.009082 52.342729,5.008582 52.342781,5.008461 52.343085,5.008293 52.343153,5.008233 52.3432,5.008226 52.343247,5.008283 52.343313,5.008167 52.343292,5.00805 52.3433,5.007503 52.343261,5.00735 52.343235,5.006923 52.343131,5.006855 52.343097,5.00677 52.343023,5.006567 52.342969,5.006506 52.342938,5.006322 52.342905,5.006314 52.342877,5.006174 52.342859,5.006074 52.342873,5.00586 52.34296,5.005822 52.34301,5.005845 52.343051,5.005796 52.34308,5.005755 52.343076,5.004919 52.343321,5.004743 52.343336,5.004442 52.343272,5.004273 52.34329,5.003765 52.343403,5.003734 52.343478,5.003652 52.34345,5.003506 52.343476,5.003169 52.34364,5.002977 52.343668,5.002814 52.343651,5.002557 52.343481,5.002154 52.343403,5.001974 52.343338,5.001869 52.34329,5.001831 52.343236,5.001582 52.343227,5.001452 52.343161,5.001355 52.343145,5.001251 52.34319,5.001175 52.343268,5.001062 52.34326,5.001031 52.343241,5.001038 52.343213,5.000808 52.343162,5.00073 52.343126,5.000576 52.3431,5.00046 52.343103,5.000318 52.343057,4.99989 52.342838,4.999671 52.342747,4.999478 52.342711,4.99929 52.342736,4.999014 52.342862,4.99585 52.344572,4.992705 52.34622,4.991219 52.347026,4.987712 52.348875,4.983539 52.351111,4.980191 52.352872,4.975733 52.355258,4.974865 52.355656,4.974455 52.355825,4.973741 52.356084,4.972757 52.3564,4.972853 52.356523,4.972709 52.356585,4.972697 52.356625,4.972722 52.356663),(4.982787 52.356293,4.979904 52.357158,4.978383 52.355528,4.981459 52.354622,4.982787 52.356293))";4.992508;52.3504025;4,992508;52,3504025;
24;"";"";24;"Oost";"Theo van Goghpark";"VRIJ";"U hebt geen toestemming nodig om hier te barbecueën.";"N";41528;"POLYGON((5.00826 52.348291,5.00394 52.350591,5.005548 52.351086,5.009363 52.349057,5.00826 52.348291))";5.0066515;52.3496875;5,0066515;52,3496875;
25;"";"";25;"Nieuw-West";"Nieuwe Meer";"RESTRICTIES";"In het De Nieuwe Meer is barbecueën alleen in bepaalde gedeelten toegestaan. Dit is met borden aangeven.";"N";63839;"POLYGON((4.80853 52.330964,4.808609 52.331021,4.808794 52.331061,4.808824 52.331114,4.808934 52.331148,4.809039 52.33121,4.809201 52.33135,4.80928 52.331382,4.809403 52.331406,4.811058 52.331385,4.811195 52.331122,4.811353 52.330957,4.811602 52.330822,4.811844 52.330718,4.815145 52.329382,4.815351 52.329566,4.815662 52.329438,4.815561 52.329095,4.815276 52.329126,4.815296 52.329033,4.815525 52.328938,4.815629 52.328925,4.815656 52.329007,4.81576 52.328996,4.815736 52.328912,4.816828 52.328791,4.81708 52.328899,4.817306 52.3289,4.817467 52.328792,4.817194 52.328579,4.817068 52.328562,4.816932 52.328453,4.816802 52.328477,4.816694 52.32845,4.816566 52.328344,4.816417 52.328339,4.816372 52.328308,4.81632 52.328216,4.816613 52.328025,4.816579 52.327971,4.816485 52.327932,4.816375 52.327937,4.815929 52.328048,4.815853 52.328042,4.81574 52.32806,4.814503 52.328557,4.813993 52.328724,4.81301 52.329161,4.812935 52.329168,4.812707 52.329249,4.812242 52.329438,4.812184 52.329414,4.811976 52.329499,4.811986 52.329543,4.811018 52.329942,4.810947 52.329921,4.810762 52.329996,4.810778 52.33004,4.80853 52.330964))";4.8129985;52.329668;4,8129985;52,329668;
26;"";"";26;"West";"Leidsebosje";"VERBOD";"In West mag u barbecueën op drie plaatsen: in het Erasmuspark, het Westerpark en in het Jan van Schaffelaarplantsoen.";"N";10090;"MULTIPOLYGON(((4.880623 52.36273,4.880629 52.362856,4.881214 52.363134,4.881276 52.363088,4.88126 52.363072,4.8814 52.362761,4.881495 52.362461,4.88163 52.362194,4.881764 52.362073,4.881935 52.361988,4.881986 52.361977,4.881973 52.361867,4.88192 52.36183,4.881343 52.362099,4.8813 52.362065,4.881106 52.362187,4.880802 52.362449,4.880709 52.362561,4.880623 52.36273)),((4.879233 52.363643,4.879523 52.363742,4.879474 52.3638,4.879615 52.363811,4.879706 52.363792,4.880504 52.363511,4.880685 52.363441,4.881026 52.363272,4.880404 52.363027,4.880236 52.363038,4.88009 52.363095,4.879512 52.363488,4.879233 52.363643)))";4.8806095;52.3628215;4,8806095;52,3628215;
27;"";"";27;"Nieuw-West";"Kasterlee park";"VERBOD";"Er mag niet gebarbecued worden.";"N";48699;"POLYGON((4.811523 52.34695,4.811535 52.346556,4.8114 52.34656,4.811305 52.346531,4.810978 52.346525,4.810615 52.346467,4.809092 52.34933,4.808743 52.349917,4.808885 52.349945,4.809153 52.349816,4.809613 52.349825,4.809668 52.349887,4.809744 52.349926,4.809836 52.349947,4.809943 52.349947,4.810083 52.349907,4.810157 52.349847,4.810185 52.349758,4.810142 52.349677,4.810585 52.349685,4.810848 52.3503,4.810922 52.350288,4.810893 52.350218,4.810973 52.350208,4.810953 52.35016,4.811029 52.350148,4.811019 52.350122,4.811097 52.35011,4.811086 52.35008,4.811168 52.350065,4.811427 52.350069,4.811439 52.349675,4.811703 52.349678,4.811711 52.349447,4.811446 52.349444,4.811458 52.349051,4.811764 52.349055,4.811821 52.348953,4.81177 52.348825,4.811465 52.348821,4.811477 52.348428,4.81174 52.348431,4.811747 52.3482,4.811484 52.348197,4.811497 52.347804,4.811801 52.347807,4.811861 52.347698,4.811811 52.347577,4.811504 52.347573,4.811516 52.34718,4.811778 52.347184,4.811782 52.347095,4.811785 52.346953,4.811523 52.34695))";4.810302;52.348383;4,810302;52,348383;
