Postcode,Totaal allochtonen,Gemeentenaam,geometry
1097,4905,Amsterdam,"<Polygon><outerBoundaryIs><LinearRing><coordinates>4.95236786951,52.3389853617,0 4.9506330066,52.3387363058,0 4.94576551139,52.3375965799,0 4.94307964376,52.3367911155,0 4.92926985137,52.3389261018,0 4.92039387899,52.3428460337,0 4.91798186914,52.3429389559,0 4.91691891845,52.3446495991,0 4.9131504552,52.3458757729,0 4.91222155235,52.347241781,0 4.91191427925,52.3481150549,0 4.92118482553,52.352213475,0 4.92803443342,52.3553778575,0 4.95171932745,52.3406295301,0 4.95236786951,52.3389853617,0</coordinates></LinearRing></outerBoundaryIs></Polygon>"
1098,4165,Amsterdam,"<Polygon><outerBoundaryIs><LinearRing><coordinates>4.96577070442,52.3542581391,0 4.95324001071,52.3398298149,0 4.95236786951,52.3389853617,0 4.95171932745,52.3406295301,0 4.92803443342,52.3553778575,0 4.93045567036,52.3564486739,0 4.93657634891,52.357652218,0 4.94064518451,52.3585574194,0 4.95987313657,52.3575948021,0 4.9645109476,52.3552207244,0 4.96577070442,52.3542581391,0</coordinates></LinearRing></outerBoundaryIs></Polygon>"
1101,70,Amsterdam,"<Polygon><outerBoundaryIs><LinearRing><coordinates>4.9557113747,52.3021917944,0 4.93934641249,52.2968326457,0 4.92943072273,52.3070938164,0 4.92991027432,52.3077985175,0 4.92928971342,52.3082562924,0 4.93120271223,52.3094518697,0 4.93093650801,52.3099577551,0 4.93373679791,52.3117283334,0 4.9363719595,52.3127405444,0 4.93533140485,52.3138321859,0 4.93881480782,52.314947343,0 4.93874434459,52.3158260813,0 4.93825426868,52.316430898,0 4.93992540291,52.3169441388,0 4.94069713872,52.3185190167,0 4.94014471118,52.3191982041,0 4.94062683333,52.3193851731,0 4.9557113747,52.3021917944,0</coordinates></LinearRing></outerBoundaryIs></Polygon>"
1102,18615,Amsterdam,"<Polygon><outerBoundaryIs><LinearRing><coordinates>4.97138802999,52.3078805904,0 4.9557113747,52.3021917944,0 4.94062683333,52.3193851731,0 4.94121161447,52.319573426,0 4.94020726312,52.320998692,0 4.94007705349,52.3218403544,0 4.93765894315,52.3233779871,0 4.93817628255,52.3241475072,0 4.93891543924,52.3241601966,0 4.94029049243,52.3249725,0 4.94494653268,52.3265709425,0 4.94858074407,52.3275434641,0 4.95278654986,52.3230363388,0 4.95675644443,52.3241707231,0 4.9635071847,52.3167496263,0 4.97138802999,52.3078805904,0</coordinates></LinearRing></outerBoundaryIs></Polygon>"
1103,10410,Amsterdam,"<Polygon><outerBoundaryIs><LinearRing><coordinates>4.99324867373,52.3233020089,0 4.98454407769,52.320939487,0 4.98377272542,52.3215695971,0 4.98203711175,52.321297629,0 4.98202497908,52.3205372235,0 4.9803836035,52.3202305014,0 4.97847578043,52.3205106356,0 4.97682336113,52.3191792214,0 4.9758316948,52.3193591279,0 4.97500483086,52.3199548348,0 4.97358520392,52.3200981784,0 4.97241490963,52.3192986646,0 4.97011964669,52.3189778214,0 4.9635071847,52.3167496263,0 4.95675644443,52.3241707231,0 4.96722374127,52.3280524009,0 4.96954901651,52.3269452515,0 4.97915324294,52.3315463307,0 4.98178895685,52.3312929479,0 4.98493117562,52.3309953919,0 4.98680707497,52.3297452687,0 4.99035933034,52.327378181,0 4.99324867373,52.3233020089,0</coordinates></LinearRing></outerBoundaryIs></Polygon>"
1104,10005,Amsterdam,"<Polygon><outerBoundaryIs><LinearRing><coordinates>4.99759477252,52.3169503778,0 4.97138802999,52.3078805904,0 4.9635071847,52.3167496263,0 4.97011964669,52.3189778214,0 4.97241490963,52.3192986646,0 4.97358520392,52.3200981784,0 4.97500483086,52.3199548348,0 4.9758316948,52.3193591279,0 4.97682336113,52.3191792214,0 4.97847578043,52.3205106356,0 4.9803836035,52.3202305014,0 4.98202497908,52.3205372235,0 4.98203711175,52.321297629,0 4.98377272542,52.3215695971,0 4.98454407769,52.320939487,0 4.99324867373,52.3233020089,0 4.99507145067,52.3218583406,0 4.99707991735,52.3182959453,0 4.99759477252,52.3169503778,0</coordinates></LinearRing></outerBoundaryIs></Polygon>"
1105,45,Amsterdam,"<Polygon><outerBoundaryIs><LinearRing><coordinates>4.97180503501,52.2842845829,0 4.96994445862,52.2831239955,0 4.967495974,52.2792065232,0 4.96141948295,52.2779489697,0 4.9571571175,52.2783811376,0 4.95524762731,52.2779463557,0 4.93934641249,52.2968326457,0 4.9557113747,52.3021917944,0 4.96247481023,52.295104227,0 4.97180503501,52.2842845829,0</coordinates></LinearRing></outerBoundaryIs></Polygon>"
1106,12340,Amsterdam,"<Polygon><outerBoundaryIs><LinearRing><coordinates>5.00016881352,52.298240002,0 4.99651469124,52.2983439307,0 4.99666930781,52.2962628697,0 4.99497068524,52.2962212975,0 4.97772747049,52.2961916166,0 4.9670971946,52.2941221917,0 4.96247481023,52.295104227,0 4.9557113747,52.3021917944,0 4.97138802999,52.3078805904,0 4.97637393267,52.303226162,0 4.97907649157,52.3015790687,0 4.98242312981,52.3009829945,0 4.99633675431,52.3007412835,0 4.99987387318,52.3007960605,0 5.00016881352,52.298240002,0</coordinates></LinearRing></outerBoundaryIs></Polygon>"
1107,7615,Amsterdam,"<Polygon><outerBoundaryIs><LinearRing><coordinates>4.99497068524,52.2962212975,0 4.99479961762,52.2891949699,0 4.98353611802,52.2901385276,0 4.97180503501,52.2842845829,0 4.96247481023,52.295104227,0 4.9670971946,52.2941221917,0 4.97772747049,52.2961916166,0 4.99497068524,52.2962212975,0</coordinates></LinearRing></outerBoundaryIs></Polygon>"
1108,1390,Amsterdam,"<Polygon><outerBoundaryIs><LinearRing><coordinates>5.01381706712,52.3036468792,0 5.01262776619,52.3038507366,0 5.01186292842,52.3036182253,0 5.00970306382,52.3017454906,0 5.00651780975,52.2992834165,0 5.00372185285,52.2976161388,0 5.00144115405,52.2931858315,0 4.99809461195,52.2890099232,0 4.99479961762,52.2891949699,0 4.99497068524,52.2962212975,0 4.99666930781,52.2962628697,0 4.99651469124,52.2983439307,0 5.00016881352,52.298240002,0 4.99987387318,52.3007960605,0 4.99633675431,52.3007412835,0 4.98242312981,52.3009829945,0 4.97907649157,52.3015790687,0 4.97637393267,52.303226162,0 4.97138802999,52.3078805904,0 4.99759477252,52.3169503778,0 4.99751519517,52.3151543624,0 4.99868800662,52.313189002,0 5.00056801688,52.3115036647,0 5.00337824035,52.3102482377,0 5.0089890904,52.3091536243,0 5.01010473333,52.3072805411,0 5.01180145377,52.3051684202,0 5.01380763929,52.3040710721,0 5.01381706712,52.3036468792,0</coordinates></LinearRing></outerBoundaryIs></Polygon>"
1109,245,Amsterdam,"<Polygon><outerBoundaryIs><LinearRing><coordinates>5.02085012618,52.3038333463,0 5.02084070398,52.302486051,0 5.01836373153,52.3027479864,0 5.01606555112,52.3031910852,0 5.01381706712,52.3036468792,0 5.01380763929,52.3040710721,0 5.01180145377,52.3051684202,0 5.01010473333,52.3072805411,0 5.0089890904,52.3091536243,0 5.00337824035,52.3102482377,0 5.00056801688,52.3115036647,0 4.99868800662,52.313189002,0 5.01551228479,52.3239438618,0 5.01740136695,52.323789799,0 5.02011407231,52.3073893196,0 5.02085012618,52.3038333463,0</coordinates></LinearRing></outerBoundaryIs></Polygon>"
Overig Amsterdam,30,Amsterdam,
Totaal Amsterdam,399379,Amsterdam,
