OBJECTNUMMER;SELECTIE;FILTER;Naam;Sportvoorziening;Locatie;Omheining;Ondergrond;Verlichting;Omschrijving;Oppervlak;Foto;COORDS;CENTERLNG1;CENTERLAT1;CENTERLNG2;CENTERLAT2;
1;"BASKETBAL";"";"NIEUWENDAM";"Basketbal";"Speeltuin";"Geen";"Asfalt";"Ja";"Basketbalpaal, speeltuin Nieuwendam";507;"Nieuwendam_1.jpg";"POINT(4.950368 52.388913)";4.950368;52.388913;4,950368;52,388913;
2;"BASKETBAL";"";"CORVERSBOSSTRAAT";"Basketbal";"Schoolplein";"Geen";"Stoeptegels";"Nee";"Basketbalveld";392;"Corversbosstraat_1.jpg";"POINT(4.95999 52.39195)";4.95999;52.39195;4,95999;52,39195;
3;"BASKETBAL";"";"BREEHORNSTRAAT";"Basketbal";"Schoolplein";"Ballenvangers";"Asfalt";"Nee";"Basketbalveld";280;"Breehornstraat.jpg";"POINT(4.958618 52.394021)";4.958618;52.394021;4,958618;52,394021;
4;"BASKETBAL";"";"MARKENGOUW";"Basketbal";"Straat";"Ballenvangers";"Asfalt";"Nee";"Basketbalveld met belijning, 1 lange zijde spijlenhekwerk, zitbanken naast veld";320;"Markengouw.jpg";"POINT(4.955826 52.398712)";4.955826;52.398712;4,955826;52,398712;
5;"BASKETBAL";"";"WILDRIJKSTRAAT";"Basketbal";"Schoolplein";"Geen";"Stoeptegels";"Nee";"Basketbalveld, zitbanken";317;"Wildrijkstraat.jpg";"POINT(4.955972 52.397229)";4.955972;52.397229;4,955972;52,397229;
6;"BASKETBAL";"";"DUINPAN";"Basketbal";"Speeltuin";"Geen";"Asfalt";"Nee";"Basketbalveld, speeltuin De Duinpan, zitbanken naast veld";386;"Duinpan.jpg";"POINT(4.952387 52.395724)";4.952387;52.395724;4,952387;52,395724;
7;"BASKETBAL";"";"BEEMSTERSTRAAT";"Basketbal";"Schoolplein";"Hekwerk laag";"Asfalt";"Nee";"Basketbalveld, zitbanken naast veld";554;"Beemsterstraat.jpg";"POINT(4.950467 52.395322)";4.950467;52.395322;4,950467;52,395322;
8;"BASKETBAL";"";"HOUDRINGE";"Basketbal";"Schoolplein";"Hekwerk laag";"Asfalt";"Nee";"Basketbalveld met belijning, zitbanken naast veld";355;"Houdringe.jpg";"POINT(4.946211 52.400788)";4.946211;52.400788;4,946211;52,400788;
9;"BASKETBAL";"";"ELPERMEER";"Basketbal";"Plantsoen";"Geen";"Stoeptegels";"Nee";"Basketbalpaal, zitbanken naast veld, combi-veld";366;"Elpermeer.jpg";"POINT(4.946675 52.402848)";4.946675;52.402848;4,946675;52,402848;
10;"BASKETBAL";"";"CLEYNDERTWEG";"Basketbal";"Plantsoen";"Ballenvangers";"Asfalt";"Nee";"Basketbalveld met belijning";396;"Cleyndertweg.jpg";"POINT(4.936391 52.402648)";4.936391;52.402648;4,936391;52,402648;
11;"BASKETBAL";"";"IJPLEIN";"Basketbal";"Plantsoen";"Kooi open";"Asfalt";"Nee";"Basketbalveld, zitbanken naast veld";339;"IJplein_1.jpg";"POINT(4.910374 52.382953)";4.910374;52.382953;4,910374;52,382953;
12;"BASKETBAL";"";"SPREEUWENPARK";"Basketbal";"Plantsoen";"Geen";"Asfalt";"Nee";"Basketbalveld";158;"Spreeuwenpark_1.jpg";"POINT(4.914324 52.384362)";4.914324;52.384362;4,914324;52,384362;
13;"BASKETBAL";"";"SPREEUWENPARK";"Basketbal";"Plantsoen";"Kooi open";"Asfalt";"Nee";"Basketbalveld, combi-veld";532;"Spreeuwenpark_2.jpg";"POINT(4.914415 52.384174)";4.914415;52.384174;4,914415;52,384174;
14;"BASKETBAL";"";"NOORDERLING";"Basketbal";"Speeltuin";"Hekwerk";"Asfalt";"Ja";"Basketbalveld, speeltuin De Noorderling";680;"DeNoorderling_1.jpg";"POINT(4.930653 52.391931)";4.930653;52.391931;4,930653;52,391931;
15;"BASKETBAL";"";"LOENERMARK";"Basketbal";"Plantsoen";"Geen";"Asfalt";"Nee";"Basketbalveld";344;"Loenermark_1.jpg";"POINT(4.931263 52.398377)";4.931263;52.398377;4,931263;52,398377;
16;"BASKETBAL";"";"BREEDVELD";"Basketbal";"Plein";"Geen";"Asfalt";"Nee";"Basketbalveld";536;"Breedveld_2.jpg";"POINT(4.935146 52.396469)";4.935146;52.396469;4,935146;52,396469;
17;"BASKETBAL";"";"DRIEMASTER";"Basketbal";"Schoolplein";"Hekwerk laag";"Stoeptegels";"Nee";"Basketbalveld, combi-veld";310;"DeDriemaster.jpg";"POINT(4.921473 52.40721)";4.921473;52.40721;4,921473;52,40721;
18;"BASKETBAL";"";"STAGHOF";"Basketbal";"Plein";"Ballenvangers";"Stoeptegels";"Nee";"Basketbalpaal, zitbanken naast veld";270;"Staghof.jpg";"POINT(4.922198 52.412326)";4.922198;52.412326;4,922198;52,412326;
19;"BASKETBAL";"";"OVERSLAG";"Basketbal";"Plantsoen";"Ballenvangers";"Asfalt";"Ja";"Basketbalveld met belijning, zitbanken naast veld";507;"Overslag_1.jpg";"POINT(4.919293 52.410436)";4.919293;52.410436;4,919293;52,410436;
20;"BASKETBAL";"";"OVERSLAG";"Basketbal";"Plantsoen";"Ballenvangers";"Asfalt";"Ja";"Basketbalveld met belijning, zitbanken naast veld";675;"Overslag_1.jpg";"POINT(4.919411 52.410392)";4.919411;52.410392;4,919411;52,410392;
21;"BASKETBAL";"";"GAUDINSTRAAT";"Basketbal";"Straat";"Ballenvangers";"Asfalt";"Nee";"Basketbalveld met belijning, zitbanken naast veld, ballenvangers (3 zijden)";435;"Gaudinstraat.jpg";"POINT(4.917731 52.405289)";4.917731;52.405289;4,917731;52,405289;
22;"BASKETBAL";"";"TWISKE";"Basketbal";"Speeltuin";"Hekwerk laag";"Stoeptegels";"Nee";"Basketbalpaal, speeltuin `t Twiske, zitbanken naast veld";246;"Twiske_1.jpg";"POINT(4.902273 52.419949)";4.902273;52.419949;4,902273;52,419949;
23;"BASKETBAL";"";"ANTARUSSTRAAT";"Basketbal";"Plantsoen";"Geen";"Stoeptegels";"Nee";"Basketbalpaal, zitbanken naast veld";304;"Antarusstraat_2.jpg";"POINT(4.885727 52.411692)";4.885727;52.411692;4,885727;52,411692;
24;"BASKETBAL";"";"OOSTZAAN";"Basketbal";"Speeltuin";"Ballenvangers";"Asfalt";"Nee";"Basketbalveld, speeltuin Oostzaan, combi-veld";864;"Oostzaan.jpg";"POINT(4.886227 52.412908)";4.886227;52.412908;4,886227;52,412908;
25;"BASKETBAL";"";"CASTORPLEIN";"Basketbal";"Plantsoen";"Ballenvangers";"Asfalt";"Nee";"Basketbalpaal";343;"Castorplein.jpg";"POINT(4.890474 52.411667)";4.890474;52.411667;4,890474;52,411667;
26;"BASKETBAL";"";"DRUIVENSTRAAT";"Basketbal";"Plantsoen";"Hekwerk laag";"Asfalt";"Nee";"Basketbalpaal";570;"Druivenstraat.jpg";"POINT(4.901139 52.412125)";4.901139;52.412125;4,901139;52,412125;
27;"BASKETBAL";"";"VARENWEG";"Basketbal";"Plantsoen";"Kooi gesloten";"Asfalt";"Nee";"Basketbalpaal, zitbanken naast veld";331;"Varenweg_2.jpg";"POINT(4.915654 52.389203)";4.915654;52.389203;4,915654;52,389203;
28;"BASKETBAL";"";"KLIMOPWEG";"Basketbal";"Plein";"Geen";"Stoeptegels";"Nee";"Basketbalpaal, zitbanken naast veld";428;"Klimopweg.jpg";"POINT(4.910541 52.39888)";4.910541;52.39888;4,910541;52,39888;
29;"BASKETBAL";"";"FLORAWEG";"Basketbal";"Schoolplein";"Ballenvangers";"Asfalt";"Nee";"Basketbalveld, combi-veld, zitbanken naast veld, ballenvangers (3 zijden)";459;"Floraweg_2.jpg";"POINT(4.91189 52.400503)";4.91189;52.400503;4,91189;52,400503;
30;"BASKETBAL";"";"FLORAPARKBAD";"Basketbal";"Plantsoen";"Kooi gesloten";"Asfalt";"Nee";"Basketbalveld, combi-veld, zitbanken naast veld";255;"Floraparkbad.jpg";"POINT(4.919547 52.398952)";4.919547;52.398952;4,919547;52,398952;
31;"BASKETBAL";"";"BLOEMENKWARTIER";"Basketbal";"Speeltuin";"Geen";"Asfalt";"Nee";"Basketbalpaal, speeltuin Bloemenkwartier, zitbanken naast veld";180;"Bloemenkwartier.jpg";"POINT(4.918589 52.396449)";4.918589;52.396449;4,918589;52,396449;
32;"BASKETBAL";"";"WILTZANGH";"Basketbal";"Schoolplein";"Geen";"Asfalt";"Ja";"Basketbalveld met belijning, zitbanken naast veld, combi-veld";403;"Wiltzangh_1.jpg";"POINT(4.840164 52.380781)";4.840164;52.380781;4,840164;52,380781;
33;"BASKETBAL";"";"GIBRALTAR";"Basketbal";"Speeltuin";"Geen";"Stoeptegels";"Nee";"Basketbalveld, beperkt openbaar, zitbanken naast veld";341;"Gibraltar.jpg";"POINT(4.848507 52.384405)";4.848507;52.384405;4,848507;52,384405;
34;"BASKETBAL";"";"JOOS BANCKERSWEG";"Basketbal";"Sportpark";"Ballenvangers";"Asfalt";"Nee";"Basketbalveld met belijning, 1 lange zijde laag dubbelstaafmat hekwerk, combi-veld, ballenvangers (3 zijden)";383;"JoosBanckersweg_1.jpg";"POINT(4.856582 52.376038)";4.856582;52.376038;4,856582;52,376038;
35;"BASKETBAL";"";"ROBERT SCOTTSTRAAT";"Basketbal";"Schoolplein";"Ballenvangers";"Stoeptegels";"Nee";"Basketbalpaal met belijning, zitbanken naast veld, combi-veld";253;"RobertScottstraat_3.jpg";"POINT(4.845744 52.373688)";4.845744;52.373688;4,845744;52,373688;
36;"BASKETBAL";"";"DE RUIJTER";"Basketbal";"Schoolplein";"Geen";"Stoeptegels";"Nee";"Basketbalpaal";335;"DeRuijter_1.jpg";"POINT(4.859571 52.379098)";4.859571;52.379098;4,859571;52,379098;
37;"BASKETBAL";"";"SERVEASNOUTSSTRAAT";"Basketbal";"Plein";"Ballenvangers";"Asfalt";"Nee";"Basketbalveld, zitbanken naast veld";293;"Serveasnoutsstraat_2.jpg";"POINT(4.903759 52.355074)";4.903759;52.355074;4,903759;52,355074;
38;"BASKETBAL";"";"DORATAMANAPLEIN";"Basketbal";"Plein";"Geen";"Asfalt";"Nee";"Basketbalveld, zitbanken naast veld";364;"Doratamanaplein.jpg";"POINT(4.905276 52.353337)";4.905276;52.353337;4,905276;52,353337;
39;"BASKETBAL";"";"SMARAGDPLEIN";"Basketbal";"Plein";"Kooi gesloten";"Asfalt";"Nee";"Basketbalveld, combi-veld";396;"Smaragdplein.jpg";"POINT(4.905451 52.350695)";4.905451;52.350695;4,905451;52,350695;
40;"BASKETBAL";"";"KEIJSERPLEIN";"Basketbal";"Speeltuin";"Kooi open";"Asfalt";"Ja";"Basketbalveld, combi-veld, speeltuin Henrick de Keijser, zitbanken naast veld";997;"HdeKeijserplein_2.jpg";"POINT(4.898339 52.351475)";4.898339;52.351475;4,898339;52,351475;
41;"BASKETBAL";"";"SARPHATIPARK";"Basketbal";"Park";"Geen";"Asfalt";"Nee";"Basketbalveld, zitbanken naast veld";170;"Sarphatipark_1.jpg";"POINT(4.897647 52.354276)";4.897647;52.354276;4,897647;52,354276;
42;"BASKETBAL";"";"MUSEUMPLEIN";"Basketbal";"Plein";"Geen";"Asfalt";"Ja";"Basketbalveld, zitbanken naast veld";521;"Museumplein_1.jpg";"POINT(4.883965 52.358389)";4.883965;52.358389;4,883965;52,358389;
43;"BASKETBAL";"";"OBRECHTPLEIN";"Basketbal";"Schoolplein";"Hekwerk";"Asfalt";"Nee";"Basketbalpaal";346;"JObrechtplein_2.jpg";"POINT(4.878233 52.35254)";4.878233;52.35254;4,878233;52,35254;
44;"BASKETBAL";"";"BOCKESPRONG";"Basketbal";"Speeltuin";"Geen";"Asfalt";"Nee";"Basketbalveld, combi-veld";1502;"Bockesprong_1.jpg";"POINT(4.847188 52.355117)";4.847188;52.355117;4,847188;52,355117;
45;"BASKETBAL";"";"ARGONAUTENSTRAAT";"Basketbal";"Speeltuin";"Hekwerk";"Asfalt";"Nee";"Basketbalveld, zitbanken naast veld";893;"Olympia_2.jpg";"POINT(4.862031 52.343716)";4.862031;52.343716;4,862031;52,343716;
46;"BASKETBAL";"";"HYGIEAPLEIN";"Basketbal";"Schoolplein";"Ballenvangers";"Asfalt";"Nee";"Basketbalveld, combi-veld, zitbanken naast veld";403;"Hygieaplein_2.jpg";"POINT(4.863152 52.34692)";4.863152;52.34692;4,863152;52,34692;
47;"BASKETBAL";"";"HYGIEAPLEIN";"Basketbal";"Schoolplein";"Geen";"Asfalt";"Nee";"Basketbalveld, zitbanken naast veld";399;"Hygieaplein_3.jpg";"POINT(4.864052 52.347778)";4.864052;52.347778;4,864052;52,347778;
48;"BASKETBAL";"";"WITSENSTRAAT";"Basketbal";"Schoolplein";"Geen";"Stoeptegels";"Nee";"Basketbalpaal";193;"WWitsenstraat.jpg";"POINT(4.870398 52.351077)";4.870398;52.351077;4,870398;52,351077;
49;"BASKETBAL";"";"SCHELTEMAPLEIN";"Basketbal";"Plantsoen";"Geen";"Asfalt";"Ja";"Basketbalveld";175;"Scheltemaplein.jpg";"POINT(4.874307 52.349333)";4.874307;52.349333;4,874307;52,349333;
50;"BASKETBAL";"";"RENSSELAERSTRAAT";"Basketbal";"Plein";"Geen";"Stoeptegels";"Nee";"Basketbalpaal";113;"vRensselaerstraat.jpg";"POINT(4.855909 52.362338)";4.855909;52.362338;4,855909;52,362338;
51;"BASKETBAL";"";"BONAIREPLEIN";"Basketbal";"Plein";"Geen";"Stoeptegels";"Nee";"Basketbalpaal, zitbanken naast veld";71;"Bonaireplein.jpg";"POINT(4.85541 52.36114)";4.85541;52.36114;4,85541;52,36114;
52;"BASKETBAL";"";"CORANTIJNSTRAAT";"Basketbal";"Schoolplein";"Geen";"Stoeptegels";"Nee";"Basketbalpaal, zitbanken naast veld";131;"Corantijnstraat_1.jpg";"POINT(4.852187 52.3618)";4.852187;52.3618;4,852187;52,3618;
53;"BASKETBAL";"";"MIDDELLANDSTRAAT";"Basketbal";"Straat";"Geen";"Stoeptegels";"Nee";"Basketbalpaal, zitbanken naast veld";281;"vMiddellandstraat_1.jpg";"POINT(4.850568 52.364579)";4.850568;52.364579;4,850568;52,364579;
54;"BASKETBAL";"";"MERCATOR";"Basketbal";"Speeltuin";"Ballenvangers";"Asfalt";"Nee";"Basketbalpaal met belijning, zitbanken naast veld";183;"Mercator_1.jpg";"POINT(4.846799 52.37026)";4.846799;52.37026;4,846799;52,37026;
55;"BASKETBAL";"";"VANCOUVERSTRAAT";"Basketbal";"Plein";"Geen";"Stoeptegels";"Nee";"Basketbalveld, zitbanken naast veld";215;"Vancouverstraat.jpg";"POINT(4.855073 52.373308)";4.855073;52.373308;4,855073;52,373308;
56;"BASKETBAL";"";"PIETER VAN DE DOESSTRAAT";"Basketbal";"Plein";"Ballenvangers";"Stoeptegels";"Nee";"Basketbalveld, zitbanken naast veld";327;"PvdDoesstraat.jpg";"POINT(4.85793 52.372656)";4.85793;52.372656;4,85793;52,372656;
57;"BASKETBAL";"";"COLUMBUSPLEIN";"Basketbal";"Speeltuin";"Geen";"Asfalt";"Ja";"Basketbalveld, zitbanken naast veld";282;"Columbusplein_2.jpg";"POINT(4.855391 52.366416)";4.855391;52.366416;4,855391;52,366416;
58;"BASKETBAL";"";"BALBOAPLEIN";"Basketbal";"Plein";"Geen";"Asfalt";"Nee";"Basketbalveld met belijning, zitbanken naast veld";362;"Balboaplein_2.jpg";"POINT(4.855494 52.36878)";4.855494;52.36878;4,855494;52,36878;
59;"BASKETBAL";"";"EENDRACHTSPARK";"Basketbal";"Park";"Geen";"Stoeptegels";"Ja";"Basketbalpaal";254;"Eendrachtspark_2.jpg";"POINT(4.808218 52.377573)";4.808218;52.377573;4,808218;52,377573;
60;"BASKETBAL";"";"TIMOTHEUS";"Basketbal";"Schoolplein";"Geen";"Stoeptegels";"Nee";"Basketbalveld";328;"Timotheus.jpg";"POINT(4.807686 52.378937)";4.807686;52.378937;4,807686;52,378937;
61;"BASKETBAL";"";"DOLHAANTJESSTRAAT";"Basketbal";"Schoolplein";"Ballenvangers";"Stoeptegels";"Nee";"Basketbalveld";333;"Dolhaantjestraat.jpg";"POINT(4.8076 52.383268)";4.8076;52.383268;4,8076;52,383268;
62;"BASKETBAL";"";"HASSELAARSSTRAAT";"Basketbal";"Plein";"Ballenvangers";"Stoeptegels";"Nee";"Basketbalpaal, zitbanken naast veld";132;"KSHasselaarstraat_1.jpg";"POINT(4.803414 52.381091)";4.803414;52.381091;4,803414;52,381091;
63;"BASKETBAL";"";"CORNELIS";"Basketbal";"Plantsoen";"Ballenvangers";"Asfalt";"Nee";"Basketbalveld met belijning, combi-veld, zitbanken naast veld";372;"Cornelis.jpg";"POINT(4.794983 52.38113)";4.794983;52.38113;4,794983;52,38113;
64;"BASKETBAL";"";"KLERKHOF";"Basketbal";"Schoolplein";"Hekwerk laag";"Asfalt";"Nee";"Basketbalveld met belijning, combi-veld, zitbanken naast veld";1525;"MdeKlerkhof_2.jpg";"POINT(4.79719 52.376413)";4.79719;52.376413;4,79719;52,376413;
65;"BASKETBAL";"";"CONFUCIUSPLEIN";"Basketbal";"Plein";"Kooi open";"Stoeptegels";"Nee";"Basketbalveld, combi-veld";305;"Confuciusplein.jpg";"POINT(4.812385 52.374502)";4.812385;52.374502;4,812385;52,374502;
66;"BASKETBAL";"";"HOGGUERSTRAAT";"Basketbal";"Plein";"Geen";"Asfalt";"Nee";"Basketbalveld met belijning, zitbanken naast veld";519;"BurgHogguerstraat.jpg";"POINT(4.8304 52.37235)";4.8304;52.37235;4,8304;52,37235;
67;"BASKETBAL";"";"CRAMERGRACHT";"Basketbal";"Plantsoen";"Geen";"Asfalt";"Nee";"Basketbalveld, combi-veld";1137;"BurgCramergracht_2.jpg";"POINT(4.835425 52.375708)";4.835425;52.375708;4,835425;52,375708;
68;"BASKETBAL";"";"SLOTERMEER";"Basketbal";"Speeltuin";"Hekwerk laag";"Asfalt";"Nee";"Basketbalveld, combi-veld, speeltuin Slotermeer";819;"Slotermeer_2.jpg";"POINT(4.825743 52.381846)";4.825743;52.381846;4,825743;52,381846;
69;"BASKETBAL";"";"SLOTERMEERLAAN";"Basketbal";"Schoolplein";"Hekwerk laag";"Stoeptegels";"Nee";"Basketbalpaal";276;"Slotermeerlaan.jpg";"POINT(4.822328 52.383573)";4.822328;52.383573;4,822328;52,383573;
70;"BASKETBAL";"";"FOCKSTRAAT";"Basketbal";"Plantsoen";"Geen";"Stoeptegels";"Nee";"Basketbalveld, zitbanken naast veld";433;"BurgFockstraat.jpg";"POINT(4.834033 52.382496)";4.834033;52.382496;4,834033;52,382496;
71;"BASKETBAL";"";"HANENBERGSTRAAT";"Basketbal";"Plantsoen";"Hekwerk";"Stoeptegels";"Nee";"Basketbalpaal, combi-veld";194;"Hanenbergstraat_2.jpg";"POINT(4.800389 52.358804)";4.800389;52.358804;4,800389;52,358804;
72;"BASKETBAL";"";"STEELVLIETSTRAAT";"Basketbal";"Plantsoen";"Hekwerk laag";"Stoeptegels";"Nee";"Basketbalpaal";289;"Steelvlietstraat_2.jpg";"POINT(4.793501 52.361206)";4.793501;52.361206;4,793501;52,361206;
73;"BASKETBAL";"";"BOTTESKERKSINGEL";"Basketbal";"Plantsoen";"Ballenvangers";"Stoeptegels";"Nee";"Basketbalpaal, zitbanken naast veld";66;"Botteskerksingel_1.jpg";"POINT(4.794474 52.359827)";4.794474;52.359827;4,794474;52,359827;
74;"BASKETBAL";"";"LANGSWATER";"Basketbal";"Plantsoen";"Geen";"Stoeptegels";"Nee";"Basketbalveld, zitbanken naast veld";359;"Langswater_1.jpg";"POINT(4.788348 52.357935)";4.788348;52.357935;4,788348;52,357935;
75;"BASKETBAL";"";"LANGSWATER";"Basketbal";"Plantsoen";"Geen";"Stoeptegels";"Nee";"Basketbalveld met belijning, zitbanken naast veld";409;"Langswater_2.jpg";"POINT(4.789883 52.35513)";4.789883;52.35513;4,789883;52,35513;
76;"BASKETBAL";"";"SCHUITENHUISSTRAAT";"Basketbal";"Schoolplein";"Geen";"Stoeptegels";"Nee";"Basketbalveld, combi-veld, zitbanken naast veld";389;"Schuitenhuisstraat_2.jpg";"POINT(4.78736 52.357175)";4.78736;52.357175;4,78736;52,357175;
77;"BASKETBAL";"";"GRIENDSTRAAT";"Basketbal";"Plein";"Geen";"Stoeptegels";"Nee";"Basketbalpaal";170;"Griendstraat.jpg";"POINT(4.781574 52.355196)";4.781574;52.355196;4,781574;52,355196;
78;"BASKETBAL";"";"MONTAROSAPLEIN";"Basketbal";"Schoolplein";"Hekwerk laag";"Asfalt";"Nee";"Basketbalpaal, zitbanken naast veld";176;"MontaRosaplein_2.jpg";"POINT(4.774829 52.350478)";4.774829;52.350478;4,774829;52,350478;
79;"BASKETBAL";"";"WOORTMANPLEIN";"Basketbal";"Plein";"Kooi open";"Asfalt";"Nee";"Basketbalveld";321;"JWoortmanplein.jpg";"POINT(4.784191 52.351704)";4.784191;52.351704;4,784191;52,351704;
80;"BASKETBAL";"";"FORINTPLANTSOEN";"Basketbal";"Plantsoen";"Ballenvangers";"Stoeptegels";"Nee";"Basketbalpaal, zitbanken naast veld";84;"Forintplantsoen.jpg";"POINT(4.78633 52.346547)";4.78633;52.346547;4,78633;52,346547;
81;"BASKETBAL";"";"SPEELTUIN SLOTEN";"Basketbal";"Speeltuin";"Hekwerk";"Gras";"Nee";"Basketbalpaal, speeltuin Sloten, zitbanken naast veld";92;"Sloten_3.jpg";"POINT(4.796118 52.342183)";4.796118;52.342183;4,796118;52,342183;
82;"BASKETBAL";"";"KUPPERSTRAAT";"Basketbal";"Plantsoen";"Ballenvangers";"Asfalt";"Ja";"Basketbalveld met belijning, combi-veld, zitbanken naast veld";399;"FKupperstraat_1.jpg";"POINT(4.812154 52.352571)";4.812154;52.352571;4,812154;52,352571;
83;"BASKETBAL";"";"BILDERDIJK";"Basketbal";"Schoolplein";"Geen";"Onverhard";"Nee";"Basketbalpaal, zitbanken naast veld";124;"Bilderdijk_1.jpg";"POINT(4.868341 52.371336)";4.868341;52.371336;4,868341;52,371336;
84;"BASKETBAL";"";"BILDERDIJK";"Basketbal";"Schoolplein";"Hekwerk";"Asfalt";"Ja";"Basketbalveld met belijning, veld ligt verdiept, combi-veld, zitbanken naast veld";805;"Bilderdijk_2.jpg";"POINT(4.868854 52.371419)";4.868854;52.371419;4,868854;52,371419;
85;"BASKETBAL";"";"DACOSTAPLEIN";"Basketbal";"Plein";"Geen";"Asfalt";"Nee";"Basketbalveld, combi-veld, zitbanken naast veld";451;"DaCostaplein.jpg";"POINT(4.873343 52.370584)";4.873343;52.370584;4,873343;52,370584;
86;"BASKETBAL";"";"HILDEBRANDSTRAAT";"Basketbal";"Schoolplein";"Hekwerk laag";"Asfalt";"Nee";"Basketbalpaal, veld ligt verdiept, combi-veld, zitbanken naast veld";488;"Hildebrandstraat_2.jpg";"POINT(4.865322 52.364627)";4.865322;52.364627;4,865322;52,364627;
87;"BASKETBAL";"";"WGPLEIN";"Basketbal";"Plein";"Geen";"Asfalt";"Nee";"Basketbalveld, zitbanken naast veld";185;"WGplein.jpg";"POINT(4.871509 52.364078)";4.871509;52.364078;4,871509;52,364078;
88;"BASKETBAL";"";"WESTERSPEELTUIN";"Basketbal";"Speeltuin";"Hekwerk";"Asfalt";"Nee";"Basketbalveld, speeltuin Westerspeeltuin, combi-veld, zitbanken naast veld";379;"Westerspeeltuin_1.jpg";"POINT(4.858585 52.359519)";4.858585;52.359519;4,858585;52,359519;
89;"BASKETBAL";"";"KASTERLEEPARK";"Basketbal";"Plantsoen";"Kooi open";"Asfalt";"Ja";"Basketbalveld, combi-veld, zitbanken naast veld";609;"Kasterleepark_1.jpg";"POINT(4.810789 52.346974)";4.810789;52.346974;4,810789;52,346974;
90;"BASKETBAL";"";"WENTELBAAN";"Basketbal";"Speeltuin";"Ballenvangers";"Asfalt";"Ja";"Basketbalveld met belijning, zitbanken naast veld";680;"Wentelbaan_1.jpg";"POINT(4.83087 52.348957)";4.83087;52.348957;4,83087;52,348957;
91;"BASKETBAL";"";"WESTERHOVEN";"Basketbal";"Speeltuin";"Hekwerk";"Asfalt";"Nee";"Basketbalveld met belijning, zitbanken naast veld";364;"MvWesterhoven_2.jpg";"POINT(4.825242 52.352993)";4.825242;52.352993;4,825242;52,352993;
92;"BASKETBAL";"";"GEELSTRAAT";"Basketbal";"Plein";"Kooi open";"Asfalt";"Nee";"Basketbalveld met belijning, combi-veld, zitbanken naast veld";998;"JGeelstraat_2.jpg";"POINT(4.83226 52.359821)";4.83226;52.359821;4,83226;52,359821;
93;"BASKETBAL";"";"ESCORIALPLEIN";"Basketbal";"Plein";"Geen";"Asfalt";"Nee";"Basketbalveld met belijning, veld ligt verdiept, zitbanken naast veld";448;"Escorialplein.jpg";"POINT(4.831234 52.369073)";4.831234;52.369073;4,831234;52,369073;
94;"BASKETBAL";"";"MANKESSTRAAT";"Basketbal";"Plein";"Geen";"Asfalt";"Nee";"Basketbalveld met belijning, zitbanken naast veld";371;"JMankesstraat.jpg";"POINT(4.838101 52.364701)";4.838101;52.364701;4,838101;52,364701;
95;"BASKETBAL";"";"AUGUST ALLEBEPLEIN";"Basketbal";"Plein";"Geen";"Stoeptegels";"Nee";"Basketbalveld";266;"AugustAllebeplein.jpg";"POINT(4.838719 52.363464)";4.838719;52.363464;4,838719;52,363464;
96;"BASKETBAL";"";"JONGKINDSTRAAT";"Basketbal";"Plantsoen";"Ballenvangers";"Asfalt";"Ja";"Basketbalveld met belijning, combi-veld, zitbanken naast veld";546;"JJongkindstraat.jpg";"POINT(4.83708 52.358243)";4.83708;52.358243;4,83708;52,358243;
97;"BASKETBAL";"";"DELFLANDPLEIN";"Basketbal";"Plein";"Kooi open";"Asfalt";"Nee";"Basketbalveld met belijning, combi-veld, zitbanken naast veld";1350;"Delflandplein_2.jpg";"POINT(4.839061 52.348843)";4.839061;52.348843;4,839061;52,348843;
98;"BASKETBAL";"";"BEUNINGENPLEIN";"Basketbal";"Plein";"Hekwerk laag";"Asfalt";"Nee";"Basketbalveld, combi-veld";472;"vBeuningenplein_2.jpg";"POINT(4.870562 52.381187)";4.870562;52.381187;4,870562;52,381187;
99;"BASKETBAL";"";"HENDRIKPLANTSOEN";"Basketbal";"Plantsoen";"Geen";"Asfalt";"Nee";"Basketbalveld met belijning";312;"FHendrikplantsoen_2.jpg";"POINT(4.876309 52.378237)";4.876309;52.378237;4,876309;52,378237;
100;"BASKETBAL";"";"HOGENDORPPLEIN";"Basketbal";"Schoolplein";"Geen";"Asfalt";"Nee";"Basketbalpaal, zitbanken naast veld";30;"vHogendorpplein.jpg";"POINT(4.876939 52.38471)";4.876939;52.38471;4,876939;52,38471;
101;"BASKETBAL";"";"BARENTSZPLEIN";"Basketbal";"Speeltuin";"Kooi open";"Asfalt";"Ja";"Basketbalpaal, combi-veld, speeltuin Zuiderspeeltuin, zitbanken naast veld";199;"Barentszplein_2.jpg";"POINT(4.890385 52.389432)";4.890385;52.389432;4,890385;52,389432;
102;"BASKETBAL";"";"SPAARNDAMMERPLANTSOEN";"Basketbal";"Plein";"Ballenvangers";"Asfalt";"Nee";"Basketbalveld met belijning, combi-veld, zitbanken naast veld";472;"Spaarndammerplantsoen_2.jpg";"POINT(4.874169 52.391808)";4.874169;52.391808;4,874169;52,391808;
103;"BASKETBAL";"";"ZAANSTRAAT";"Basketbal";"Speeltuin";"Hekwerk";"Asfalt";"Ja";"Basketbalpaal";432;"";"POINT(4.871033 52.391192)";4.871033;52.391192;4,871033;52,391192;
